"Timestamp","¿En qué fecha realizó los contactos?","Coloque la sede a la pertenecen los alumnos contactados:","Coloque la categoría a la pertenecen los alumnos contactados:","¿Realizó llamadas?","Cantidad de llamadas realizadas (sólo colocar el número de llamadas realizadas):","Cantidad de llamadas efectivas (sólo colocar el número de llamadas efectivas, si ninguna fue efectiva colocar 0):","¿Envío mensajes de contacto?","Cantidad de mensajes  enviados (colocar el número total de mensajes que envío para esta categoría):","Cantidad de mensajes que obtuvieron respuesta (colocar el número de respuestas que obtuvo de sus mensajes enviados):","¿Envío trabajos (entrenamientos)?","¿Cuántos ejercicios diferentes envío?","Que usted sepa, ¿cuántos de sus alumnos de esta categoría recibieron la unidad de entrenamiento?","Según usted, ¿cuántos de sus alumnos de esta categoría realizaron los trabajos?","Si tiene algún comentario o sugerencia escríbalo aquí:"
"2020/06/24 2:34:49 PM CDT","2020-06-24","Cantón 21","Moscos","No","","","Sí","25","19","Sí","5","4","3",""
"2020/06/24 2:37:26 PM CDT","2020-06-24","Cantón 21","Infantil","No","","","Sí","25","15","Sí","5","4","3",""
"2020/06/24 2:38:16 PM CDT","2020-06-24","Cantón 21","Intermedia","No","","","Sí","15","11","Sí","5","4","2",""
"2020/06/24 2:39:03 PM CDT","2020-06-24","Cantón 21","Juvenil","No","","","Sí","15","10","Sí","5","4","2",""
"2020/06/24 2:42:05 PM CDT","2020-06-24","Justo Rufino Barrios","Intermedia","No","","","Sí","6","11","Sí","3","4","3",""
"2020/06/24 2:42:27 PM CDT","2020-06-23","Lourdes","Moscos","No","","","Sí","20","20","Sí","2","5","5",""
"2020/06/24 2:43:35 PM CDT","2020-06-23","Lourdes","Infantil","No","","","Sí","14","14","Sí","3","5","5",""
"2020/06/24 2:44:44 PM CDT","2020-06-23","Lourdes","Intermedia","Sí","10","7","No","","","Sí","3","4","4",""
"2020/06/24 2:45:54 PM CDT","2020-06-23","Lourdes","Juvenil","No","","","Sí","16","13","Sí","3","4","4",""
"2020/06/24 2:46:45 PM CDT","2020-06-24","Chácara","Intermedia","Sí","15","12","Sí","15","12","Sí","6","5","5",""
"2020/06/24 2:47:52 PM CDT","2020-06-23","San Francisco de Asís","Moscos","Sí","7","4","Sí","12","7","Sí","3","4","4",""
"2020/06/24 3:04:16 PM CDT","2020-06-24","Milles Rock","Moscos","No","","","Sí","4","12","Sí","3","3","3",""
"2020/06/24 3:04:45 PM CDT","2020-06-24","Milles Rock","Juvenil","Sí","15","10","No","","","No","","","",""
"2020/06/24 3:06:36 PM CDT","2020-06-23","Santa Fe","Juvenil","No","","","Sí","15","5","Sí","5","5","2",""
"2020/06/24 3:07:41 PM CDT","2020-06-24","Santa Fe","Moscos","No","","","Sí","9","3","Sí","4","5","1",""
"2020/06/24 3:08:16 PM CDT","2020-06-24","Santa Fe","Juvenil","No","","","Sí","15","6","Sí","3","5","2",""
"2020/06/24 3:09:58 PM CDT","2020-06-24","Roosevelt","Infantil","No","","","Sí","33","3","Sí","1","4","0",""
"2020/06/24 3:13:50 PM CDT","2020-06-24","Santa Fe","Intermedia","No","","","Sí","15","4","Sí","2","3","0",""
"2020/06/24 3:15:31 PM CDT","2020-06-24","Castillo Lara","Intermedia","No","","","Sí","12 ","7","Sí","5","5","5",""
"2020/06/24 3:16:58 PM CDT","2020-06-24","Paraiso 2","Juvenil","No","","","Sí","10","1","Sí","3","4","2",""
"2020/06/24 3:17:38 PM CDT","2020-06-24","Castillo Lara","Juvenil","No","","","Sí","10","6","Sí","5","5","5",""
"2020/06/24 3:17:45 PM CDT","2020-06-24","Castillo Lara","Moscos","No","","","Sí","12","06","Sí","01","5","4","Ninguno"
"2020/06/24 3:19:54 PM CDT","2020-06-24","Paraiso 2","Moscos","No","","","Sí","30","8","No","","","",""
"2020/06/24 3:21:44 PM CDT","2020-06-24","Chácara","Infantil","Sí","11","11","Sí","11","11","Sí","3","5","5","Todo bien gracias "
"2020/06/24 3:33:29 PM CDT","2020-06-24","Castillo Lara","Infantil","No","","","Sí","12","5","No","","","",""
"2020/06/24 3:37:07 PM CDT","2020-06-24","Capitalinos B-EMEFUT","Sub-18","Sí","20","17","Sí","20","17","Sí","15","5","5","Se envió a los alumnos informacion por medio de teletrabajo,llamadas,mensajes por wat shap y videos de entrenamiento,así como llamadas a los padres de familia,seguimiento por medio de enlaces y link. Todo en base a la planificación según Microciclo de actividades deportivas."
"2020/06/24 4:03:55 PM CDT","2020-06-24","Maestro","Infantil","No","","","Sí","4","12","Sí","2","3","1",""
"2020/06/24 4:16:36 PM CDT","2020-06-24","Maestro","Juvenil","Sí","14","10 ","Sí","17 ","7","Sí","2","5","4",""
"2020/06/24 4:19:28 PM CDT","2020-06-24","Alameda","Moscos","Sí","14","14","Sí","14","14","Sí","2","5","5",""
"2020/06/24 4:20:20 PM CDT","2020-06-24","Alameda","Intermedia","Sí","12","12","No","","","Sí","3","5","4",""
"2020/06/24 4:39:30 PM CDT","2020-06-24","San Francisco de Asís","Infantil","Sí","6","5","Sí","11","7","Sí","12","5","4",""
"2020/06/24 4:41:03 PM CDT","2020-06-24","San Francisco de Asís","Juvenil","Sí","8","5","Sí","10","7","Sí","10","5","4",""
"2020/06/24 4:45:26 PM CDT","2020-06-24","Paraiso 2","Infantil","No","","","Sí","31","3","No","","","",""
"2020/06/24 4:46:26 PM CDT","2020-06-24","Bethania","Infantil","No","","","Sí","20","14","Sí","3","5","4",""
"2020/06/24 4:52:50 PM CDT","2020-06-24","Milles Rock","Infantil","No","","","Sí","15","5","Sí","","5","3",""
"2020/06/24 4:56:04 PM CDT","2020-06-24","Maestro","Moscos","No","","","Sí","27","21","Sí","6","","5",""
"2020/06/24 4:58:40 PM CDT","2020-06-24","Maestro","Intermedia","No","","","Sí","25","16","Sí","6","","5",""
"2020/06/24 4:59:31 PM CDT","2020-06-24","Nimajuyú","Infantil","No","","","Sí","23","23","Sí","3","5","4",""
"2020/06/24 5:00:16 PM CDT","2020-06-24","Nimajuyú","Moscos","No","","","Sí","12","10","Sí","3","5","3",""
"2020/06/24 5:21:48 PM CDT","2020-06-24","Chácara","Moscos","No","","","Sí","14","12","Sí","6","4","4",""
"2020/06/24 5:38:20 PM CDT","2020-06-24","Roosevelt","Moscos","Sí","5","5","Sí","15","10","Sí","3","4","3",""
"2020/06/24 5:40:27 PM CDT","2020-06-24","Roosevelt","Infantil","Sí","5","3","Sí","10","5","Sí","","3","3","🌎"
"2020/06/24 5:45:40 PM CDT","2020-06-24","Roosevelt","Juvenil","Sí","5","5","Sí","15","10","Sí","3","4","3","🌎"
"2020/06/24 5:59:18 PM CDT","2020-06-24","Campo Marte","Intermedia","Sí","14","9","Sí","14","","No","","","",""
"2020/06/24 7:35:01 PM CDT","2020-06-24","Florida","Moscos","Sí","4","3","Sí","1","3","Sí","5","5","5",""
"2020/06/24 7:56:11 PM CDT","2020-06-24","Lourdes","Moscos","Sí","10","10","Sí","10","10","Sí","2","5","5",""
"2020/06/24 7:57:03 PM CDT","2020-06-24","Lourdes","Infantil","No","","","Sí","14","8","Sí","3","4","4",""
"2020/06/24 7:57:59 PM CDT","2020-06-24","Lourdes","Intermedia","Sí","10","7","No","","","Sí","3","4","4",""
"2020/06/24 7:58:44 PM CDT","2020-06-24","Lourdes","Juvenil","No","","","Sí","16","16","Sí","3","5","5",""
"2020/06/24 8:18:28 PM CDT","2020-06-24","Florida","Intermedia","Sí","11","7","Sí","10","4","Sí","1","4","0",""
"2020/06/24 8:21:52 PM CDT","2020-06-24","Gerona","Moscos","Sí","12","6","Sí","12","6","Sí","5","5","5","muchas gracias"
"2020/06/24 8:23:20 PM CDT","2020-06-24","Gerona","Infantil","Sí","9","6","Sí","9","6","Sí","5","5","5","muchas gracias"
"2020/06/24 8:25:35 PM CDT","2020-06-24","Gerona","Intermedia","Sí","15","11","Sí","15","11","Sí","5","5","5","muchas gracias"
"2020/06/24 8:26:53 PM CDT","2020-06-24","Gerona","Juvenil","Sí","15","12","Sí","15","12","Sí","5","5","5","muchas gracias"
"2020/06/24 9:20:34 PM CDT","2020-06-24","Castillo Lara","Sub-15","No","","","Sí","2","18","Sí","4","4","0",""
"2020/06/24 9:21:40 PM CDT","2020-06-24","Proyecto 4-10","Juvenil","No","","","Sí","2","18","Sí","4","4","0",""
"2020/06/24 9:23:33 PM CDT","2020-06-24","Proyecto 4-10","Intermedia","No","","","Sí","2","9","Sí","4","3","0",""
"2020/06/24 9:24:37 PM CDT","2020-06-24","Proyecto 4-10","Infantil","No","","","Sí","4","16","Sí","4","4","0",""
"2020/06/24 9:25:55 PM CDT","2020-06-24","Proyecto 4-10","Moscos","Sí","10","7","Sí","2","7","Sí","4","3","0",""
"2020/06/24 10:01:28 PM CDT","2020-06-22","Florida","Moscos","Sí","12","9","No","","","No","","","",""
"2020/06/24 10:02:17 PM CDT","2020-06-22","Florida","Infantil","No","","","Sí","15","13","Sí","5","4","3",""
"2020/06/24 10:03:02 PM CDT","2020-06-22","Florida","Intermedia","Sí","10","7","No","","","No","","","",""
"2020/06/24 10:03:54 PM CDT","2020-06-22","Florida","Juvenil","No","","","Sí","12","8","Sí","3","4","3",""
"2020/06/24 10:05:11 PM CDT","2020-06-23","Florida","Infantil","No","","","Sí","15","11","Sí","3","3","3",""
"2020/06/24 10:06:02 PM CDT","2020-06-24","Florida","Infantil","No","","","Sí","15","13","Sí","4","3","3",""
"2020/06/24 10:14:08 PM CDT","2020-06-24","San Francisco de Asís","Moscos","Sí","4","4","Sí","13","9","Sí","3","4","3",""
"2020/06/25 7:22:13 AM CDT","2020-06-24","Nimajuyú","Juvenil","No","","","Sí","17","13","Sí","3","5","1",""
"2020/06/25 7:23:06 AM CDT","2020-06-25","Nimajuyú","Juvenil","No","","","Sí","17","14","Sí","2","5","3",""
"2020/06/25 8:57:02 AM CDT","2020-06-25","Alameda","Moscos","Sí","14","14","Sí","14","14","Sí","2","5","5",""
"2020/06/25 11:28:23 AM CDT","2020-06-25","Santa Fe","Infantil","No","","","Sí","14","4","Sí","5","0","0",""
"2020/06/25 12:22:25 PM CDT","2020-06-25","Campo Marte","Moscos","No","","","Sí","23","14","Sí","4","5","3",""
"2020/06/25 12:56:26 PM CDT","2020-06-25","Lourdes","Juvenil","No","","","Sí","16","15","Sí","10","3","2",""
"2020/06/25 1:17:21 PM CDT","2020-06-25","Justo Rufino Barrios","Infantil","No","","","Sí","10","10","Sí","3","5","5",""
"2020/06/25 1:19:54 PM CDT","2020-06-25","Justo Rufino Barrios","Juvenil","No","","","Sí","12","12","Sí","3","5","5",""
"2020/06/25 1:31:43 PM CDT","2020-06-25","Muniguate","Equipo Mayor","No","","","Sí","22","22","Sí","6","5","5",""
"2020/06/25 1:48:29 PM CDT","2020-06-25","Milles Rock","Intermedia","Sí","15","13","Sí","15","13","Sí","1","5","5",""
"2020/06/25 2:11:51 PM CDT","2020-06-25","Paraiso 2","Moscos","Sí","20","12 ","Sí","30","5","No","","","",""
"2020/06/25 3:01:15 PM CDT","2020-06-25","Milles Rock","Moscos","No","","","Sí","5","15","Sí","3","5","5",""
"2020/06/25 3:01:21 PM CDT","2020-06-25","Milles Rock","Juvenil","Sí","15","8","No","","","No","","","",""
"2020/06/25 3:07:36 PM CDT","2020-06-25","Campo Marte","Intermedia","Sí","14","8","Sí","14","4","No","","","",""
"2020/06/25 3:16:46 PM CDT","2020-06-25","Bethania","Moscos","No","","","Sí","12","7","Sí","3","5","2",""
"2020/06/25 3:17:36 PM CDT","2020-06-25","Bethania","Infantil","No","","","Sí","20","15","Sí","3","5","3",""
"2020/06/25 3:18:01 PM CDT","2020-06-25","Alameda","Intermedia","Sí","13","13","No","","","Sí","3","5","4",""
"2020/06/25 3:18:35 PM CDT","2020-06-24","Bethania","Moscos","No","","","Sí","12","9","Sí","3","5","1",""
"2020/06/25 3:19:58 PM CDT","2020-06-25","Lourdes","Moscos","Sí","7","7","Sí","15","15","Sí","4","5","5",""
"2020/06/25 3:27:23 PM CDT","2020-06-25","Castillo Lara","Infantil","No","","","Sí","12","4","Sí","1","2","1","La falta de respuesta de los alumnos es por carecer de internet"
"2020/06/25 3:30:23 PM CDT","2020-06-25","Castillo Lara","Moscos","No","","","Sí","12","07","Sí","01","5","4","Ninguno"
"2020/06/25 3:35:41 PM CDT","2020-06-25","San Francisco de Asís","Intermedia","Sí","3","1","Sí","14","9","Sí","2","5","2",""
"2020/06/25 3:35:43 PM CDT","2020-06-25","Paraiso 2","Juvenil","No","","","Sí","10","3","Sí","3","4","3",""
"2020/06/25 3:38:24 PM CDT","2020-06-25","Justo Rufino Barrios","Moscos","Sí","11","11","Sí","11","11","Sí","4","5","5","Siempre trabajamos en casa con diferente ejercicios "
"2020/06/25 3:48:02 PM CDT","2020-06-25","Chácara","Infantil","Sí","11","11","Sí","11","11","Sí","3","5","5","Todo bien gracias "
"2020/06/25 3:54:22 PM CDT","2020-06-25","Capitalinos B-EMEFUT","Sub-18","Sí","25","18","Sí","25","18","Sí","15","5","5","Se envió a los alumnos informacion por medio de teletrabajo,llamadas,mensajes por wat shap y videos de entrenamiento,así como llamadas a los padres de familia,seguimiento por medio de enlaces y link. Todo en base a la planificación según Microciclo de actividades deportivas."
"2020/06/25 3:57:51 PM CDT","2020-06-25","Campo Marte","Juvenil","Sí","12","8","Sí","7","5","Sí","","5","5",""
"2020/06/25 3:59:54 PM CDT","2020-06-25","Justo Rufino Barrios","Intermedia","No","","","Sí","5","14","Sí","3","4","3",""
"2020/06/25 4:05:10 PM CDT","2020-06-24","Santa Fe","Juvenil","No","","","Sí","15","6","Sí","3","5","2",""
"2020/06/25 4:05:41 PM CDT","2020-06-25","Santa Fe","Moscos","No","","","Sí","9","4","Sí","4","5","1",""
"2020/06/25 4:06:08 PM CDT","2020-06-25","Santa Fe","Juvenil","No","","","Sí","15","8","Sí","3","5","2",""
"2020/06/25 4:09:03 PM CDT","2020-06-25","Chácara","Moscos","No","","","Sí","14","14","Sí","6","5","5",""
"2020/06/25 4:16:56 PM CDT","2020-06-25","Santa Fe","Intermedia","No","","","Sí","15","2","Sí","2","2","0",""
"2020/06/25 4:16:58 PM CDT","2020-06-25","Florida","Moscos","Sí","4","4","Sí","1","3","Sí","5","5","5",""
"2020/06/25 4:27:26 PM CDT","2020-06-25","Maestro","Juvenil","Sí","14","8","Sí","17","9","Sí","2","5","4",""
"2020/06/25 4:42:15 PM CDT","2020-06-25","San Francisco de Asís","Infantil","Sí","10","7","Sí","11","9","Sí","12","5","4",""
"2020/06/25 4:44:11 PM CDT","2020-06-25","San Francisco de Asís","Juvenil","Sí","8","4","Sí","12","8","Sí","10","5","4",""
"2020/06/25 4:46:14 PM CDT","2020-06-25","Paraiso 2","Infantil","No","","","Sí","12","5","No","","","",""
"2020/06/25 4:49:45 PM CDT","2020-06-25","Milles Rock","Infantil","No","","","Sí","15","7","Sí","1","5","4",""
"2020/06/25 4:55:06 PM CDT","2020-06-25","Maestro","Infantil","No","","","Sí","5","11","Sí","1","3","2","SOLO UNA VARIANTE ADJUNTO A LOS DE LA SEMANA."
"2020/06/25 5:00:11 PM CDT","2020-06-25","Florida","Intermedia","Sí","9","4","Sí","9","0","Sí","1","0","0","no hay mucho acceso a Internet "
"2020/06/25 5:01:18 PM CDT","2020-06-24","Limón","Moscos","No","","","Sí","16","1","Sí","3","4","3",""
"2020/06/25 5:01:40 PM CDT","2020-06-25","Capitalinos B-EMEFUT","Equipo Mayor","No","","","Sí","20","20","Sí","5","5","5",""
"2020/06/25 5:01:46 PM CDT","2020-06-25","Maestro","Moscos","No","","","Sí","27","17","Sí","6","","5",""
"2020/06/25 5:02:41 PM CDT","2020-06-25","Limón","Moscos","No","","","Sí","16","5","Sí","3","5","3",""
"2020/06/25 5:03:03 PM CDT","2020-06-25","Maestro","Intermedia","No","","","Sí","25","17","Sí","6","","5",""
"2020/06/25 5:03:08 PM CDT","2020-06-25","Roosevelt","Intermedia","No","","","Sí","15","15","Sí","5","5","5",""
"2020/06/25 7:04:08 PM CDT","2020-06-25","Nimajuyú","Infantil","No","","","Sí","23","23","Sí","1","5","5",""
"2020/06/25 7:05:58 PM CDT","2020-06-25","Nimajuyú","Moscos","No","","","Sí","12","9","Sí","1","5","3",""
"2020/06/25 7:08:48 PM CDT","2020-06-25","Nimajuyú","Moscos","No","","","Sí","12","9","Sí","1","5","3",""
"2020/06/25 7:13:16 PM CDT","2020-06-25","Alameda","Juvenil","No","","","Sí","18","18","Sí","5","5","5",""
"2020/06/25 7:43:31 PM CDT","2020-06-25","Florida","Infantil","No","","","Sí","15","12","Sí","5","4","4",""
"2020/06/25 11:29:41 PM CDT","2020-06-25","Campo Marte","Sub-15","No","","","Sí","2","18","Sí","4","4","0",""
"2020/06/25 11:31:21 PM CDT","2020-06-25","Proyecto 4-10","Juvenil","No","","","Sí","3","19","Sí","4","5","0",""
"2020/06/25 11:32:13 PM CDT","2020-06-25","Proyecto 4-10","Intermedia","No","","","Sí","4","9","Sí","4","2","1",""
"2020/06/25 11:33:35 PM CDT","2020-06-25","Proyecto 4-10","Infantil","No","","","Sí","4","18","Sí","4","4","0",""
"2020/06/25 11:35:07 PM CDT","2020-06-25","Proyecto 4-10","Moscos","No","","","Sí","2","14","Sí","4","4","3",""
"2020/06/26 12:12:23 AM CDT","2020-06-22","Bethania","Intermedia","No","","","Sí","10","3","Sí","1","5","3",""
"2020/06/26 12:14:32 AM CDT","2020-06-22","Bethania","Juvenil","No","","","Sí","12","5","Sí","1","5","5",""
"2020/06/26 12:17:45 AM CDT","2020-06-23","Bethania","Intermedia","No","","","Sí","10","4","Sí","1","5","4",""
"2020/06/26 12:20:20 AM CDT","2020-06-23","Bethania","Juvenil","No","","","Sí","12","5","Sí","","5","5",""
"2020/06/26 12:23:22 AM CDT","2020-06-24","Bethania","Intermedia","No","","","Sí","10","4","Sí","1","5","4",""
"2020/06/26 12:25:34 AM CDT","2020-06-24","Bethania","Juvenil","No","","","Sí","12","4","Sí","1","5","5",""
"2020/06/26 12:29:26 AM CDT","2020-06-25","Bethania","Intermedia","No","","","Sí","10","5","Sí","1","5","5",""
"2020/06/26 12:32:45 AM CDT","2020-06-25","Bethania","Juvenil","No","","","Sí","12","6","Sí","1","5","3",""
"2020/06/26 10:51:40 AM CDT","2020-06-25","Roosevelt","Moscos","Sí","10","","Sí","15","10","Sí","3","4","3","Los alumnos indican que desean retornar a los entrenamientos y a los entrenamientos  lo más rápido posible"
"2020/06/26 10:54:54 AM CDT","2020-06-25","Roosevelt","Juvenil","Sí","5","5","Sí","15","10","Sí","3","4","3","Los alumnos indican que desean retornar a los entrenamientos y a los entrenamientos  lo más rápido posible "
"2020/06/26 10:56:32 AM CDT","2020-06-25","Roosevelt","Infantil","No","","","Sí","15","5","Sí","1","3","2","😎"
"2020/06/26 11:36:55 AM CDT","2020-06-26","Campo Marte","Moscos","No","","","Sí","23","20","Sí","4","5","3",""
"2020/06/26 11:44:18 AM CDT","2020-06-26","Santa Fe","Infantil","No","","","Sí","14","3","Sí","3","1","1",""
"2020/06/26 12:31:39 PM CDT","2020-06-26","Nimajuyú","Infantil","No","","","Sí","23","23","Sí","1","5","3",""
"2020/06/26 12:32:45 PM CDT","2020-06-26","Nimajuyú","Moscos","No","","","Sí","12","9","Sí","1","5","2",""
"2020/06/26 1:07:56 PM CDT","2020-06-24","Milles Rock","Intermedia","Sí","15","14","Sí","15","14","Sí","1","5","5",""
"2020/06/26 1:20:22 PM CDT","2020-06-26","Lourdes","Juvenil","No","","","Sí","16","14","Sí","10","3","2",""
"2020/06/26 1:32:02 PM CDT","2020-06-25","Cantón 21","Moscos","No","","","Sí","25","19","Sí","5","4","3",""
"2020/06/26 1:33:00 PM CDT","2020-06-25","Cantón 21","Infantil","No","","","Sí","25","21","Sí","5","4","3",""
"2020/06/26 1:34:09 PM CDT","2020-06-25","Cantón 21","Intermedia","No","","","Sí","15","9","Sí","5","4","2",""
"2020/06/26 1:35:29 PM CDT","2020-06-25","Cantón 21","Juvenil","No","","","Sí","15","11","Sí","6","4","2",""
"2020/06/26 1:36:48 PM CDT","2020-06-26","Cantón 21","Moscos","No","","","Sí","20","15","Sí","6","4","3",""
"2020/06/26 1:37:34 PM CDT","2020-06-26","Cantón 21","Infantil","No","","","Sí","25","16","Sí","5","4","2",""
"2020/06/26 1:38:33 PM CDT","2020-06-26","Cantón 21","Intermedia","No","","","Sí","15","8","Sí","5","3","2",""
"2020/06/26 1:39:36 PM CDT","2020-06-26","Cantón 21","Juvenil","No","","","Sí","15","12","Sí","5","4","2",""
"2020/06/26 1:50:23 PM CDT","2020-06-26","Justo Rufino Barrios","Infantil","No","","","Sí","12","12","Sí","3","5","5",""
"2020/06/26 1:51:48 PM CDT","2020-06-26","Justo Rufino Barrios","Juvenil","No","","","Sí","13","13","Sí","3","5","5",""
"2020/06/26 1:52:03 PM CDT","2020-06-25","Santa Fe","Juvenil","No","","","Sí","15","8","Sí","3","5","2",""
"2020/06/26 1:52:22 PM CDT","2020-06-26","Campo Marte","Intermedia","Sí","14","8","Sí","14","5","No","","","",""
"2020/06/26 1:52:29 PM CDT","2020-06-26","Santa Fe","Moscos","No","","","Sí","9","3","No","","","",""
"2020/06/26 1:52:53 PM CDT","2020-06-26","Santa Fe","Juvenil","No","","","Sí","15","9","No","","","",""
"2020/06/26 2:02:43 PM CDT","2020-06-26","Milles Rock","Moscos","Sí","5","3","Sí","3","15","Sí","3","5","5",""
"2020/06/26 2:15:16 PM CDT","2020-06-26","Muniguate","Equipo Mayor","Sí","20","20","No","","","Sí","8","5","5",""
"2020/06/26 2:21:29 PM CDT","2020-06-26","Lourdes","Moscos","Sí","10","10","Sí","10","10","Sí","4","5","5",""
"2020/06/26 2:32:37 PM CDT","2020-06-26","Castillo Lara","Intermedia","No","","","Sí","12","7","Sí","4","5","5",""
"2020/06/26 2:33:33 PM CDT","2020-06-26","Castillo Lara","Juvenil","No","","","Sí","10","6","Sí","4","5","5",""
"2020/06/26 2:41:49 PM CDT","2020-06-26","Alameda","Juvenil","No","","","Sí","19","19","Sí","6","5","5",""
"2020/06/26 2:44:44 PM CDT","2020-06-26","Alameda","Moscos","Sí","14","14","Sí","14","14","Sí","3","5","5",""
"2020/06/26 2:54:45 PM CDT","2020-06-26","Alameda","Intermedia","No","","","Sí","12","12","No","","","",""
"2020/06/26 3:03:28 PM CDT","2020-06-26","Capitalinos B-EMEFUT","Sub-18","Sí","20","16","Sí","25","16","Sí","15","5","5","Se envió a los alumnos informacion por medio de teletrabajo,llamadas,mensajes por wat shap y videos de entrenamiento,así como llamadas a los padres de familia,seguimiento por medio de enlaces y link. Todo en base a la planificación según Microciclo de actividades deportivas."
"2020/06/26 3:25:59 PM CDT","2020-06-26","Milles Rock","Juvenil","Sí","15","9","No","","","No","","","",""
"2020/06/26 3:31:09 PM CDT","2020-06-26","Paraiso 2","Moscos","No","","","Sí","30 ","13","Sí","4","5","3",""
"2020/06/26 3:43:25 PM CDT","2020-06-26","Milles Rock","Infantil","No","","","Sí","15","7","Sí","","5","3",""
"2020/06/26 3:52:51 PM CDT","2020-06-26","Maestro","Infantil","No","","","Sí","1","14","No","","","","MENSAJE DE MOTIVACIÓN."
"2020/06/26 3:54:16 PM CDT","2020-06-26","Chácara","Infantil","Sí","11","11","Sí","11","11","Sí","3","5","5","Todo bien gracias "
"2020/06/26 3:55:37 PM CDT","2020-06-26","Santa Fe","Intermedia","No","","","Sí","15","3","No","","","",""
"2020/06/26 3:55:38 PM CDT","2020-06-26","San Francisco de Asís","Intermedia","Sí","5","2","Sí","14","11","Sí","2","5","1",""
"2020/06/26 4:01:01 PM CDT","2020-06-26","Chácara","Moscos","No","","","Sí","14","13","Sí","6","4","4",""
"2020/06/26 4:11:35 PM CDT","2020-06-26","Chácara","Intermedia","Sí","15","15","Sí","15","15","Sí","6","5","5","Todos los contactos via whatsapp"
